,"Note 1: The color defines the seller of the component. Components are rather generic, therefore you should be able to use your favorite distributor.",
,Note 2: We try and include a link in the form of the part number for each website,,,,,,,,
,"Note 3: We purhace our components in bulk (as required by several of the components). The price/unit was determined by purchasing 100 of each component.  If you purchase a single unit, the price is probably ~200USD.",,,,,,,,,
,Note 4: The case is optional. It is cosmetic but helps protect the detector.,,,,,,,,,
,Note 5: We do not include shipping or taxes in our costs analysis.,,,,,,,,,
,"Note7: Some things you have to buy in bulk. Like optical gel, you buy a tube that will do 50 detectors.",,,,,,,,,
,,,,,,,,,,
,Detector Purchasing List,,,,,,,,,,
,Item,Name,Number,,Price 1x (unit),Price 10x,1xPrice/Unit * number,10xPrice/Unit * number,Description,Link,Other link
,32,Plastic Scintillator,1,,19,190,19,19,"50x50x10mm, drill holes for #2 screws using #48 bit",https://www.ebay.com/itm/264903211281?_skw=scintilltor+5cm&epid=2044114641&itmmeta=01JT5SE9ZXMKJ35AZDZFF65KMX&hash=item3dad763911:g:zn0AAOSwvChfi0QP&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eZzmBdGYiXVxtW3EDl4Yni4rbeKxzk9MaV1JtqSjeP8Wj%2BBm6wyxkU1TGfduqguPCx7H%2Bj%2BrQHD8cWvhwSgUYrb0CDLiLwycbKhDfXkptK--VAwaKPaHzuPFLKA1T5tqnSUmuJvLg%2BFTrp%2F3kr1YYf12sAV2qpAHnPqum33f97gUT0eEoxik2pfjSe4HMFVc66%2B2P32mgKEkiYVVNnnryHUKlBMGynXy71O2kKfXgE6CKYejsuBdbL2U9myKdT5fKYjBopf0ZZI8B2DPAdS1V7E1x3I9DmYd0gwQtJEOkfdw%3D%3D%7Ctkp%3ABk9SR_igubnRZQ
,#REF!,Optical Gel,1,0.3mm silicone pad works too.,0.99,9.9499999999999993,0.99,0.99499999999999988,Small (<1mL) amount of optical gel. Vaseline might work.,https://www.ebay.com/itm/Silicone-Optical-Coupling-Compound-for-PMT-Photomultiplier-Scintillator-Detector-/261918290249
,,Total,92,,92.997866666666667,796.08533333000003,94.141066666666674,81.080733333000012,,
,,,,,,,,,,
,Enclosure Purchasing List (optional),,,,,,,,,
,Item,Name,Required number,,Price 1x (unit),Price 10x,Price/Unit * number,10xPrice/Unit * number,Discription,Link
,1,Rubber feet (optional),4,,3.9900000000000005E-2,3.9900000000000007,0.15960000000000002,1.5960000000000003,8x4 mm rubber bumpers 50pcs,https://www.amazon.com/LLRY-Adhesive-Dampening-Furniture-Diameter/dp/B07G8926LH/ref=sxin_16_pa_sp_search_thematic_sspa?content-id=amzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508%3Aamzn1.sym.87b1f643-33a9-49d2-948f-44f2ccfe0508&crid=25CWKIPTA3XXG&cv_ct_cx=rubber%2Bbumpers%2Bblack&keywords=rubber%2Bbumpers%2Bblack&pd_rd_i=B07G8926LH&pd_rd_r=d93086ad-8ef0-42b0-ae01-51c3499207cc&pd_rd_w=Xv5PW&pd_rd_wg=RtzDG&pf_rd_p=87b1f643-33a9-49d2-948f-44f2ccfe0508&pf_rd_r=809YWTE9AKC7EQYD6Q40&qid=1746125586&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=rubber%2Bbumpers%2Bblack%2Caps%2C170&sr=1-1-6024b2a3-78e4-4fed-8fed-e1613be3bcce-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1,https://www.aliexpress.us/item/3256801658571146.html?spm=a2g0o.order_detail.order_detail_item.3.4ca9f19cyyEyv7&gatewayAdapt=glo2usa
,2,Electronics Case (optional),1,,9,90,9,9,"Aluminium split body case: 2506-2.9""",http://www.enclosuresandcasesinc.com/
,3,Face plates for case (optional),1,,1,5,1,0.5,10cm x 15cm x 2.5mm acrylic end plates.,https://www.elecrow.com/acrylic-cutting.html
,4,5mm LED holder (optional),1,,0.30449999999999999,3.0449999999999999,0.30449999999999999,0.30449999999999999,5mm Plastic E,https://www.amazon.com/uxcell-Holder-Plastic-Light-emitting-Lighting/dp/B07CPY23TC/ref=sr_1_7_sspa?crid=3O4JENX22K2BB&dib=eyJ2IjoiMSJ9.aEEBuzAdmZAO38q7GhaWPwAbEeu0N_kiJ77K4y2ZEima5E9luIgODwq5-eJo78OiGiMgYSddVSscSZdrVKNcNKkZ7_yb7Z7EI5GNYMOaTjirCSxHMPC_S-kA4NXSyrHsPmrS2dDF0uhbTW0-eGgk8NPP48veHRPB3lYdgrvg69ZjwxRb43NaJ4rd2RF5IbsxSi5Y5D9CUOMJp-sCLXu3-XI9-c8XZBez421InP8WB73ob8BXVf8AmjCag3v8XuZ6PTwcwr0GBl74cmZX5jtPdz3qRA-UwSZcRx5L6Oam8_U.ewokDUvZ2wojYHYpbxZ-hOg7uZNlEq2wlaEE758LoAo&dib_tag=se&keywords=LED+holder+5mm&qid=1746125654&s=home-garden&sprefix=led+holder+5mm%2Cgarden%2C116&sr=1-7-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,https://www.aliexpress.us/item/3256803199423599.html?spm=a2g0o.productlist.main.1.7cc8227cXoL8bZ&algo_pvid=1db28b67-fc10-43a1-830b-c2e7dfaa6391&algo_exp_id=1db28b67-fc10-43a1-830b-c2e7dfaa6391-0&pdp_npi=4%40dis%21USD%211.87%211.87%21%21%211.87%211.87%21%40210308a417368818302367180e1761%2112000025535375962%21sea%21US%216040781666%21X&curPageLogUid=Uks32m2I4Zrk&utparam-url=scene%3Asearch%7Cquery_from%3A
